grna_id	grna_target
chr15:78727634-78727934_6	chr15:78727634-78727934
chr15:78727634-78727934_7	chr15:78727634-78727934
chr15:78727634-78727934_8	chr15:78727634-78727934
chr15:78727634-78727934_9	chr15:78727634-78727934
chr15:78727634-78727934_10	chr15:78727634-78727934
chr15:78751050-78751350_1	chr15:78751050-78751350
chr15:78751050-78751350_2	chr15:78751050-78751350
chr15:78751050-78751350_3	chr15:78751050-78751350
chr15:78751050-78751350_4	chr15:78751050-78751350
chr15:78751050-78751350_5	chr15:78751050-78751350
chr15:78751050-78751350_6	chr15:78751050-78751350
chr15:78751050-78751350_7	chr15:78751050-78751350
chr15:78751050-78751350_8	chr15:78751050-78751350
chr15:78751050-78751350_9	chr15:78751050-78751350
chr15:78751050-78751350_10	chr15:78751050-78751350
chr15:78779696-78779996_1	chr15:78779696-78779996
chr15:78779696-78779996_2	chr15:78779696-78779996
chr15:78779696-78779996_3	chr15:78779696-78779996
chr15:78779696-78779996_4	chr15:78779696-78779996
chr15:78779696-78779996_5	chr15:78779696-78779996
chr15:78779696-78779996_6	chr15:78779696-78779996
chr15:78779696-78779996_7	chr15:78779696-78779996
chr15:78859937-78860237_1	chr15:78859937-78860237
chr15:78859937-78860237_2	chr15:78859937-78860237
chr15:78859937-78860237_3	chr15:78859937-78860237
chr15:78859937-78860237_4	chr15:78859937-78860237
chr15:78859937-78860237_5	chr15:78859937-78860237
chr15:78859937-78860237_6	chr15:78859937-78860237
chr15:78859937-78860237_7	chr15:78859937-78860237
chr15:78859937-78860237_8	chr15:78859937-78860237
chr15:78859937-78860237_9	chr15:78859937-78860237
chr15:78859937-78860237_10	chr15:78859937-78860237
chr15:78905919-78906219_1	chr15:78905919-78906219
chr15:78905919-78906219_2	chr15:78905919-78906219
chr15:78905919-78906219_3	chr15:78905919-78906219
chr15:78905919-78906219_4	chr15:78905919-78906219
chr15:78905919-78906219_5	chr15:78905919-78906219
chr15:78905919-78906219_6	chr15:78905919-78906219
chr15:78905919-78906219_7	chr15:78905919-78906219
chr15:78905919-78906219_8	chr15:78905919-78906219
chr15:78905919-78906219_9	chr15:78905919-78906219
chr15:78905919-78906219_10	chr15:78905919-78906219
chr15:78909831-78910131_1	chr15:78909831-78910131
chr15:78909831-78910131_2	chr15:78909831-78910131
chr15:78909831-78910131_3	chr15:78909831-78910131
chr15:78909831-78910131_4	chr15:78909831-78910131
chr15:78909831-78910131_5	chr15:78909831-78910131
chr15:78909831-78910131_6	chr15:78909831-78910131
chr15:78909831-78910131_7	chr15:78909831-78910131
chr15:78909831-78910131_8	chr15:78909831-78910131
chr15:78909831-78910131_9	chr15:78909831-78910131
chr15:78909831-78910131_10	chr15:78909831-78910131
chr15:90864568-90864868_1	chr15:90864568-90864868
chr15:90864568-90864868_2	chr15:90864568-90864868
chr15:90864568-90864868_3	chr15:90864568-90864868
chr15:90864568-90864868_4	chr15:90864568-90864868
chr15:90864568-90864868_5	chr15:90864568-90864868
chr15:90864568-90864868_6	chr15:90864568-90864868
chr15:90864568-90864868_7	chr15:90864568-90864868
chr15:90864568-90864868_8	chr15:90864568-90864868
chr15:90864568-90864868_9	chr15:90864568-90864868
chr15:90864568-90864868_10	chr15:90864568-90864868
chr15:90869745-90870045_1	chr15:90869745-90870045
chr15:90869745-90870045_2	chr15:90869745-90870045
chr15:90869745-90870045_3	chr15:90869745-90870045
chr15:90869745-90870045_4	chr15:90869745-90870045
chr15:90869745-90870045_5	chr15:90869745-90870045
chr15:90869745-90870045_6	chr15:90869745-90870045
chr15:90869745-90870045_7	chr15:90869745-90870045
chr15:90869745-90870045_8	chr15:90869745-90870045
chr15:90869745-90870045_9	chr15:90869745-90870045
chr15:90869745-90870045_10	chr15:90869745-90870045
chr16:28182253-28182553_1	chr16:28182253-28182553
chr16:28182253-28182553_2	chr16:28182253-28182553
chr16:28182253-28182553_3	chr16:28182253-28182553
chr16:28182253-28182553_4	chr16:28182253-28182553
chr16:28182253-28182553_5	chr16:28182253-28182553
chr16:28182253-28182553_6	chr16:28182253-28182553
chr16:28182253-28182553_7	chr16:28182253-28182553
chr16:28182253-28182553_8	chr16:28182253-28182553
chr16:28182253-28182553_9	chr16:28182253-28182553
chr16:28182253-28182553_10	chr16:28182253-28182553
chr16:53766748-53767048_1	chr16:53766748-53767048
chr16:53766748-53767048_2	chr16:53766748-53767048
chr16:53766748-53767048_3	chr16:53766748-53767048
chr16:53766748-53767048_4	chr16:53766748-53767048
chr16:53766748-53767048_5	chr16:53766748-53767048
chr16:53766748-53767048_6	chr16:53766748-53767048
chr16:53766748-53767048_7	chr16:53766748-53767048
chr16:53766748-53767048_8	chr16:53766748-53767048
chr16:53766748-53767048_9	chr16:53766748-53767048
chr16:53766748-53767048_10	chr16:53766748-53767048
chr16:53785071-53785371_1	chr16:53785071-53785371
chr16:53785071-53785371_2	chr16:53785071-53785371
chr16:53785071-53785371_3	chr16:53785071-53785371
chr16:53785071-53785371_4	chr16:53785071-53785371
chr16:53785071-53785371_5	chr16:53785071-53785371
chr16:53785071-53785371_6	chr16:53785071-53785371
chr16:53785071-53785371_7	chr16:53785071-53785371
chr16:53785071-53785371_8	chr16:53785071-53785371
chr16:53785071-53785371_9	chr16:53785071-53785371
chr16:75225178-75225478_1	chr16:75225178-75225478
chr16:75225178-75225478_2	chr16:75225178-75225478
chr16:75225178-75225478_3	chr16:75225178-75225478
chr16:75225178-75225478_4	chr16:75225178-75225478
chr16:75225178-75225478_5	chr16:75225178-75225478
chr16:75225178-75225478_6	chr16:75225178-75225478
chr16:75225178-75225478_7	chr16:75225178-75225478
chr16:75225178-75225478_8	chr16:75225178-75225478
chr16:75225178-75225478_9	chr16:75225178-75225478
chr16:75225178-75225478_10	chr16:75225178-75225478
chr16:75402223-75402523_1	chr16:75402223-75402523
chr16:75402223-75402523_2	chr16:75402223-75402523
chr16:75402223-75402523_3	chr16:75402223-75402523
chr16:75402223-75402523_4	chr16:75402223-75402523
chr16:75402223-75402523_5	chr16:75402223-75402523
chr16:75402223-75402523_6	chr16:75402223-75402523
chr16:75402223-75402523_7	chr16:75402223-75402523
chr16:75402223-75402523_8	chr16:75402223-75402523
chr17:2122968-2123268_1	chr17:2122968-2123268
chr17:2122968-2123268_2	chr17:2122968-2123268
chr17:2122968-2123268_3	chr17:2122968-2123268
chr17:2122968-2123268_4	chr17:2122968-2123268
chr17:2122968-2123268_5	chr17:2122968-2123268
chr17:2122968-2123268_6	chr17:2122968-2123268
chr17:2122968-2123268_7	chr17:2122968-2123268
chr17:2122968-2123268_8	chr17:2122968-2123268
chr17:2122968-2123268_9	chr17:2122968-2123268
chr17:2122968-2123268_10	chr17:2122968-2123268
chr17:2198963-2199263_1	chr17:2198963-2199263
chr17:2198963-2199263_2	chr17:2198963-2199263
chr17:2198963-2199263_3	chr17:2198963-2199263
chr17:2198963-2199263_4	chr17:2198963-2199263
chr17:2198963-2199263_5	chr17:2198963-2199263
chr17:2198963-2199263_6	chr17:2198963-2199263
chr17:2198963-2199263_7	chr17:2198963-2199263
chr17:2198963-2199263_8	chr17:2198963-2199263
chr17:2198963-2199263_9	chr17:2198963-2199263
chr17:2267351-2267651_1	chr17:2267351-2267651
chr17:2267351-2267651_2	chr17:2267351-2267651
chr17:2267351-2267651_3	chr17:2267351-2267651
chr17:2267351-2267651_4	chr17:2267351-2267651
chr17:2267351-2267651_5	chr17:2267351-2267651
chr17:2267351-2267651_6	chr17:2267351-2267651
chr17:2267351-2267651_7	chr17:2267351-2267651
chr17:2267351-2267651_8	chr17:2267351-2267651
chr17:17699573-17699873_1	chr17:17699573-17699873
chr17:17699573-17699873_2	chr17:17699573-17699873
chr17:17699573-17699873_3	chr17:17699573-17699873
chr17:17699573-17699873_4	chr17:17699573-17699873
chr17:17699573-17699873_5	chr17:17699573-17699873
chr17:17699573-17699873_6	chr17:17699573-17699873
chr17:17699573-17699873_7	chr17:17699573-17699873
chr17:17699573-17699873_8	chr17:17699573-17699873
chr17:17699573-17699873_9	chr17:17699573-17699873
chr17:17699573-17699873_10	chr17:17699573-17699873
chr17:17818029-17818329_1	chr17:17818029-17818329
chr17:17818029-17818329_2	chr17:17818029-17818329
chr17:17818029-17818329_3	chr17:17818029-17818329
chr17:17818029-17818329_4	chr17:17818029-17818329
chr17:17818029-17818329_5	chr17:17818029-17818329
chr17:17818029-17818329_6	chr17:17818029-17818329
chr17:17818029-17818329_7	chr17:17818029-17818329
chr17:17818029-17818329_8	chr17:17818029-17818329
chr17:17818029-17818329_9	chr17:17818029-17818329
chr17:17818029-17818329_10	chr17:17818029-17818329
chr17:17948579-17948879_1	chr17:17948579-17948879
chr17:17948579-17948879_2	chr17:17948579-17948879
chr17:17948579-17948879_3	chr17:17948579-17948879
chr17:17948579-17948879_4	chr17:17948579-17948879
chr17:17948579-17948879_5	chr17:17948579-17948879
chr17:17948579-17948879_6	chr17:17948579-17948879
chr17:17948579-17948879_7	chr17:17948579-17948879
chr17:17948579-17948879_8	chr17:17948579-17948879
chr17:17948579-17948879_9	chr17:17948579-17948879
chr17:17948579-17948879_10	chr17:17948579-17948879
chr17:18008914-18009214_1	chr17:18008914-18009214
chr17:18008914-18009214_2	chr17:18008914-18009214
chr17:18008914-18009214_3	chr17:18008914-18009214
chr17:18008914-18009214_4	chr17:18008914-18009214
chr17:18008914-18009214_5	chr17:18008914-18009214
chr17:18008914-18009214_6	chr17:18008914-18009214
chr17:18008914-18009214_7	chr17:18008914-18009214
chr17:18008914-18009214_8	chr17:18008914-18009214
chr17:18008914-18009214_9	chr17:18008914-18009214
chr17:18008914-18009214_10	chr17:18008914-18009214
chr17:39540442-39540742_1	chr17:39540442-39540742
chr17:39540442-39540742_2	chr17:39540442-39540742
chr17:39540442-39540742_3	chr17:39540442-39540742
chr17:39540442-39540742_4	chr17:39540442-39540742
chr17:39540442-39540742_5	chr17:39540442-39540742
chr17:39540442-39540742_6	chr17:39540442-39540742
chr17:39540442-39540742_7	chr17:39540442-39540742
chr17:39540442-39540742_8	chr17:39540442-39540742
chr17:39540442-39540742_9	chr17:39540442-39540742
chr17:39540442-39540742_10	chr17:39540442-39540742
chr17:39553640-39553940_1	chr17:39553640-39553940
chr17:39553640-39553940_2	chr17:39553640-39553940
chr17:39553640-39553940_3	chr17:39553640-39553940
chr17:39553640-39553940_4	chr17:39553640-39553940
chr17:39553640-39553940_5	chr17:39553640-39553940
chr17:39553640-39553940_6	chr17:39553640-39553940
chr17:39553640-39553940_7	chr17:39553640-39553940
chr17:39553640-39553940_8	chr17:39553640-39553940
chr17:39553640-39553940_9	chr17:39553640-39553940
chr17:39553640-39553940_10	chr17:39553640-39553940
chr17:42413707-42414007_1	chr17:42413707-42414007
chr17:42413707-42414007_2	chr17:42413707-42414007
chr17:42413707-42414007_3	chr17:42413707-42414007
chr17:42413707-42414007_4	chr17:42413707-42414007
chr17:42413707-42414007_5	chr17:42413707-42414007
chr17:42413707-42414007_6	chr17:42413707-42414007
chr17:42413707-42414007_7	chr17:42413707-42414007
chr17:42413707-42414007_8	chr17:42413707-42414007
chr17:42413707-42414007_9	chr17:42413707-42414007
chr17:42413707-42414007_10	chr17:42413707-42414007
chr17:42656178-42656478_1	chr17:42656178-42656478
chr17:42656178-42656478_2	chr17:42656178-42656478
chr17:42656178-42656478_3	chr17:42656178-42656478
chr17:42656178-42656478_4	chr17:42656178-42656478
chr17:42656178-42656478_5	chr17:42656178-42656478
chr17:42656178-42656478_6	chr17:42656178-42656478
chr17:42656178-42656478_7	chr17:42656178-42656478
chr17:42656178-42656478_8	chr17:42656178-42656478
chr17:43029711-43030011_1	chr17:43029711-43030011
chr17:43029711-43030011_2	chr17:43029711-43030011
chr17:43029711-43030011_3	chr17:43029711-43030011
chr17:43029711-43030011_4	chr17:43029711-43030011
chr17:43029711-43030011_5	chr17:43029711-43030011
chr17:43029711-43030011_6	chr17:43029711-43030011
chr17:43029711-43030011_7	chr17:43029711-43030011
chr17:43029711-43030011_8	chr17:43029711-43030011
chr17:43029711-43030011_9	chr17:43029711-43030011
chr17:43334183-43334483_1	chr17:43334183-43334483
chr17:43334183-43334483_2	chr17:43334183-43334483
chr17:43334183-43334483_3	chr17:43334183-43334483
chr17:43334183-43334483_4	chr17:43334183-43334483
chr17:43334183-43334483_5	chr17:43334183-43334483
chr17:43334183-43334483_6	chr17:43334183-43334483
chr17:43334183-43334483_7	chr17:43334183-43334483
chr17:43334183-43334483_8	chr17:43334183-43334483
chr17:45574449-45574749_1	chr17:45574449-45574749
chr17:45574449-45574749_2	chr17:45574449-45574749
chr17:45574449-45574749_3	chr17:45574449-45574749
chr17:45574449-45574749_4	chr17:45574449-45574749
chr17:45574449-45574749_5	chr17:45574449-45574749
chr17:45574449-45574749_6	chr17:45574449-45574749
chr17:45574449-45574749_7	chr17:45574449-45574749
chr17:45574449-45574749_8	chr17:45574449-45574749
chr17:45574449-45574749_9	chr17:45574449-45574749
chr17:45574449-45574749_10	chr17:45574449-45574749
chr17:45583398-45583698_1	chr17:45583398-45583698
chr17:45583398-45583698_2	chr17:45583398-45583698
chr17:45583398-45583698_3	chr17:45583398-45583698
chr17:45583398-45583698_4	chr17:45583398-45583698
chr17:45583398-45583698_5	chr17:45583398-45583698
chr17:45583398-45583698_6	chr17:45583398-45583698
chr17:45583398-45583698_7	chr17:45583398-45583698
chr17:45583398-45583698_8	chr17:45583398-45583698
chr17:45583398-45583698_9	chr17:45583398-45583698
chr17:46916251-46916551_1	chr17:46916251-46916551
chr17:46916251-46916551_2	chr17:46916251-46916551
chr17:46916251-46916551_3	chr17:46916251-46916551
chr17:46916251-46916551_4	chr17:46916251-46916551
chr17:46916251-46916551_5	chr17:46916251-46916551
chr17:46916251-46916551_6	chr17:46916251-46916551
chr17:46916251-46916551_7	chr17:46916251-46916551
chr17:46916251-46916551_8	chr17:46916251-46916551
chr17:46916251-46916551_9	chr17:46916251-46916551
chr17:46916251-46916551_10	chr17:46916251-46916551
chr17:46935685-46935985_1	chr17:46935685-46935985
chr17:46935685-46935985_2	chr17:46935685-46935985
chr17:46935685-46935985_3	chr17:46935685-46935985
chr17:46935685-46935985_4	chr17:46935685-46935985
chr17:46935685-46935985_5	chr17:46935685-46935985
chr17:46935685-46935985_6	chr17:46935685-46935985
chr17:46935685-46935985_7	chr17:46935685-46935985
chr17:46935685-46935985_8	chr17:46935685-46935985
chr17:46935685-46935985_9	chr17:46935685-46935985
chr17:46935685-46935985_10	chr17:46935685-46935985
chr17:46976673-46976973_1	chr17:46976673-46976973
chr17:46976673-46976973_2	chr17:46976673-46976973
chr17:46976673-46976973_3	chr17:46976673-46976973
chr17:46976673-46976973_4	chr17:46976673-46976973
chr17:46976673-46976973_5	chr17:46976673-46976973
chr17:46976673-46976973_6	chr17:46976673-46976973
chr17:46976673-46976973_7	chr17:46976673-46976973
chr17:46976673-46976973_8	chr17:46976673-46976973
chr17:46976673-46976973_9	chr17:46976673-46976973
chr17:46976673-46976973_10	chr17:46976673-46976973
chr17:48915857-48916157_1	chr17:48915857-48916157
chr17:48915857-48916157_2	chr17:48915857-48916157
chr17:48915857-48916157_3	chr17:48915857-48916157
chr17:48915857-48916157_4	chr17:48915857-48916157
chr17:48915857-48916157_5	chr17:48915857-48916157
chr17:48915857-48916157_6	chr17:48915857-48916157
chr17:48915857-48916157_7	chr17:48915857-48916157
chr17:48915857-48916157_8	chr17:48915857-48916157
chr17:48915857-48916157_9	chr17:48915857-48916157
chr17:48915857-48916157_10	chr17:48915857-48916157
chr17:48961007-48961307_1	chr17:48961007-48961307
chr17:48961007-48961307_2	chr17:48961007-48961307
chr17:48961007-48961307_3	chr17:48961007-48961307
chr17:48961007-48961307_4	chr17:48961007-48961307
chr17:48961007-48961307_5	chr17:48961007-48961307
chr17:48961007-48961307_6	chr17:48961007-48961307
chr17:48961007-48961307_7	chr17:48961007-48961307
chr17:48961007-48961307_8	chr17:48961007-48961307
chr17:48961007-48961307_9	chr17:48961007-48961307
chr17:48961007-48961307_10	chr17:48961007-48961307
chr17:49390530-49390830_1	chr17:49390530-49390830
chr17:49390530-49390830_2	chr17:49390530-49390830
chr17:49390530-49390830_3	chr17:49390530-49390830
chr17:49390530-49390830_4	chr17:49390530-49390830
chr17:49390530-49390830_5	chr17:49390530-49390830
chr17:49390530-49390830_6	chr17:49390530-49390830
chr17:49390530-49390830_7	chr17:49390530-49390830
chr17:49390530-49390830_8	chr17:49390530-49390830
chr17:49390530-49390830_9	chr17:49390530-49390830
chr17:49390530-49390830_10	chr17:49390530-49390830
chr17:68468371-68468671_1	chr17:68468371-68468671
chr17:68468371-68468671_2	chr17:68468371-68468671
chr17:68468371-68468671_3	chr17:68468371-68468671
chr17:68468371-68468671_4	chr17:68468371-68468671
chr17:68468371-68468671_5	chr17:68468371-68468671
chr17:68468371-68468671_6	chr17:68468371-68468671
chr17:68468371-68468671_7	chr17:68468371-68468671
chr17:68468371-68468671_8	chr17:68468371-68468671
chr17:68468371-68468671_9	chr17:68468371-68468671
chr17:68468371-68468671_10	chr17:68468371-68468671
chr18:49690351-49690651_1	chr18:49690351-49690651
chr18:49690351-49690651_2	chr18:49690351-49690651
chr18:49690351-49690651_3	chr18:49690351-49690651
chr18:49690351-49690651_4	chr18:49690351-49690651
chr18:49690351-49690651_5	chr18:49690351-49690651
chr18:49690351-49690651_6	chr18:49690351-49690651
chr18:49690351-49690651_7	chr18:49690351-49690651
chr18:59354795-59355095_1	chr18:59354795-59355095
chr18:59354795-59355095_2	chr18:59354795-59355095
chr18:59354795-59355095_3	chr18:59354795-59355095
chr18:59354795-59355095_4	chr18:59354795-59355095
chr18:59354795-59355095_5	chr18:59354795-59355095
chr18:59354795-59355095_6	chr18:59354795-59355095
chr18:59354795-59355095_7	chr18:59354795-59355095
chr18:59354795-59355095_8	chr18:59354795-59355095
chr18:59354795-59355095_9	chr18:59354795-59355095
chr18:59354795-59355095_10	chr18:59354795-59355095
chr20:34437619-34437919_1	chr20:34437619-34437919
chr20:34437619-34437919_2	chr20:34437619-34437919
chr20:34437619-34437919_3	chr20:34437619-34437919
chr20:34437619-34437919_4	chr20:34437619-34437919
chr20:34437619-34437919_5	chr20:34437619-34437919
chr20:34437619-34437919_6	chr20:34437619-34437919
chr20:34437619-34437919_7	chr20:34437619-34437919
chr20:34437619-34437919_8	chr20:34437619-34437919
chr20:34437619-34437919_9	chr20:34437619-34437919
chr20:34437619-34437919_10	chr20:34437619-34437919
chr20:34709907-34710207_1	chr20:34709907-34710207
chr20:34709907-34710207_2	chr20:34709907-34710207
chr20:34709907-34710207_3	chr20:34709907-34710207
chr20:34709907-34710207_4	chr20:34709907-34710207
chr20:34709907-34710207_5	chr20:34709907-34710207
chr20:34709907-34710207_6	chr20:34709907-34710207
chr20:34709907-34710207_7	chr20:34709907-34710207
chr20:34709907-34710207_8	chr20:34709907-34710207
chr20:34709907-34710207_9	chr20:34709907-34710207
chr20:34709907-34710207_10	chr20:34709907-34710207
chr20:34769750-34770050_1	chr20:34769750-34770050
chr20:34769750-34770050_2	chr20:34769750-34770050
chr20:34769750-34770050_3	chr20:34769750-34770050
chr20:34769750-34770050_4	chr20:34769750-34770050
chr20:34769750-34770050_5	chr20:34769750-34770050
chr20:34769750-34770050_6	chr20:34769750-34770050
chr20:34769750-34770050_7	chr20:34769750-34770050
chr20:34769750-34770050_8	chr20:34769750-34770050
chr20:34769750-34770050_9	chr20:34769750-34770050
chr20:34815631-34815931_1	chr20:34815631-34815931
chr20:34815631-34815931_2	chr20:34815631-34815931
chr20:34815631-34815931_3	chr20:34815631-34815931
chr20:34815631-34815931_4	chr20:34815631-34815931
chr20:34815631-34815931_5	chr20:34815631-34815931
chr20:34815631-34815931_6	chr20:34815631-34815931
chr20:34815631-34815931_7	chr20:34815631-34815931
chr20:34815631-34815931_8	chr20:34815631-34815931
chr20:34815631-34815931_9	chr20:34815631-34815931
chr20:34815631-34815931_10	chr20:34815631-34815931
chr20:34949766-34950066_1	chr20:34949766-34950066
chr20:34949766-34950066_2	chr20:34949766-34950066
chr20:34949766-34950066_3	chr20:34949766-34950066
chr20:34949766-34950066_4	chr20:34949766-34950066
chr20:34949766-34950066_5	chr20:34949766-34950066
chr20:34949766-34950066_6	chr20:34949766-34950066
chr20:34949766-34950066_7	chr20:34949766-34950066
chr20:34949766-34950066_8	chr20:34949766-34950066
chr20:34949766-34950066_9	chr20:34949766-34950066
chr20:34949766-34950066_10	chr20:34949766-34950066
chr20:35136223-35136523_1	chr20:35136223-35136523
chr20:35136223-35136523_2	chr20:35136223-35136523
chr20:35136223-35136523_3	chr20:35136223-35136523
chr20:35136223-35136523_4	chr20:35136223-35136523
chr20:35136223-35136523_5	chr20:35136223-35136523
chr20:35136223-35136523_6	chr20:35136223-35136523
chr20:35136223-35136523_7	chr20:35136223-35136523
chr20:35136223-35136523_8	chr20:35136223-35136523
chr20:35136223-35136523_9	chr20:35136223-35136523
chr20:35136223-35136523_10	chr20:35136223-35136523
chr19:10749037-10749337_1	chr19:10749037-10749337
chr19:10749037-10749337_2	chr19:10749037-10749337
chr19:10749037-10749337_3	chr19:10749037-10749337
chr19:10749037-10749337_4	chr19:10749037-10749337
chr19:10749037-10749337_5	chr19:10749037-10749337
chr19:10749037-10749337_6	chr19:10749037-10749337
chr19:10749037-10749337_7	chr19:10749037-10749337
chr19:10749037-10749337_8	chr19:10749037-10749337
chr19:10749037-10749337_9	chr19:10749037-10749337
chr19:10749037-10749337_10	chr19:10749037-10749337
chr19:10852147-10852447_1	chr19:10852147-10852447
chr19:10852147-10852447_2	chr19:10852147-10852447
chr19:10852147-10852447_3	chr19:10852147-10852447
chr19:10852147-10852447_4	chr19:10852147-10852447
chr19:10852147-10852447_5	chr19:10852147-10852447
chr19:10852147-10852447_6	chr19:10852147-10852447
chr19:10852147-10852447_7	chr19:10852147-10852447
chr19:10852147-10852447_8	chr19:10852147-10852447
chr19:10852147-10852447_9	chr19:10852147-10852447
chr19:10852147-10852447_10	chr19:10852147-10852447
chr19:11189726-11190026_1	chr19:11189726-11190026
chr19:11189726-11190026_2	chr19:11189726-11190026
chr19:11189726-11190026_3	chr19:11189726-11190026
chr19:11189726-11190026_4	chr19:11189726-11190026
chr19:11189726-11190026_5	chr19:11189726-11190026
chr19:11189726-11190026_6	chr19:11189726-11190026
chr19:11189726-11190026_7	chr19:11189726-11190026
chr19:11189726-11190026_8	chr19:11189726-11190026
chr19:11189726-11190026_9	chr19:11189726-11190026
chr19:11189726-11190026_10	chr19:11189726-11190026
chr19:11392926-11393226_1	chr19:11392926-11393226
chr19:11392926-11393226_2	chr19:11392926-11393226
chr19:11392926-11393226_3	chr19:11392926-11393226
chr19:11392926-11393226_4	chr19:11392926-11393226
chr19:11392926-11393226_5	chr19:11392926-11393226
chr19:11392926-11393226_6	chr19:11392926-11393226
chr19:11392926-11393226_7	chr19:11392926-11393226
chr19:11392926-11393226_8	chr19:11392926-11393226
chr19:11392926-11393226_9	chr19:11392926-11393226
chr19:11392926-11393226_10	chr19:11392926-11393226
chr19:17108012-17108312_1	chr19:17108012-17108312
chr19:17108012-17108312_2	chr19:17108012-17108312
chr19:17108012-17108312_3	chr19:17108012-17108312
chr19:17108012-17108312_4	chr19:17108012-17108312
chr19:17108012-17108312_5	chr19:17108012-17108312
chr19:17108012-17108312_6	chr19:17108012-17108312
chr19:17108012-17108312_7	chr19:17108012-17108312
chr19:17108012-17108312_8	chr19:17108012-17108312
chr19:17108012-17108312_9	chr19:17108012-17108312
chr19:17108012-17108312_10	chr19:17108012-17108312
chr19:17721796-17722096_1	chr19:17721796-17722096
chr19:17721796-17722096_2	chr19:17721796-17722096
chr19:17721796-17722096_3	chr19:17721796-17722096
chr19:17721796-17722096_4	chr19:17721796-17722096
chr19:17721796-17722096_5	chr19:17721796-17722096
chr19:17721796-17722096_6	chr19:17721796-17722096
chr19:17721796-17722096_7	chr19:17721796-17722096
chr19:17721796-17722096_8	chr19:17721796-17722096
chr19:17721796-17722096_9	chr19:17721796-17722096
chr19:17721796-17722096_10	chr19:17721796-17722096
chr19:18478932-18479232_1	chr19:18478932-18479232
chr19:18478932-18479232_2	chr19:18478932-18479232
chr19:18478932-18479232_3	chr19:18478932-18479232
chr19:18478932-18479232_4	chr19:18478932-18479232
chr19:18478932-18479232_5	chr19:18478932-18479232
chr19:18478932-18479232_6	chr19:18478932-18479232
chr19:18478932-18479232_7	chr19:18478932-18479232
chr19:18478932-18479232_8	chr19:18478932-18479232
chr19:18478932-18479232_9	chr19:18478932-18479232
chr19:18478932-18479232_10	chr19:18478932-18479232
chr19:41298306-41298606_1	chr19:41298306-41298606
chr19:41298306-41298606_2	chr19:41298306-41298606
chr19:41298306-41298606_3	chr19:41298306-41298606
chr19:41298306-41298606_4	chr19:41298306-41298606
chr19:41298306-41298606_5	chr19:41298306-41298606
chr19:41298306-41298606_6	chr19:41298306-41298606
chr19:41298306-41298606_7	chr19:41298306-41298606
chr19:41298306-41298606_8	chr19:41298306-41298606
chr19:41298306-41298606_9	chr19:41298306-41298606
chr19:41298306-41298606_10	chr19:41298306-41298606
chr19:44943800-44944100_1	chr19:44943800-44944100
chr19:44943800-44944100_2	chr19:44943800-44944100
chr19:44943800-44944100_3	chr19:44943800-44944100
chr19:44943800-44944100_4	chr19:44943800-44944100
chr19:44943800-44944100_5	chr19:44943800-44944100
chr19:44943800-44944100_6	chr19:44943800-44944100
chr19:44943800-44944100_7	chr19:44943800-44944100
chr19:44943800-44944100_8	chr19:44943800-44944100
chr19:44943800-44944100_9	chr19:44943800-44944100
chr19:44943800-44944100_10	chr19:44943800-44944100
chr19:45770240-45770540_1	chr19:45770240-45770540
chr19:45770240-45770540_2	chr19:45770240-45770540
chr19:45770240-45770540_3	chr19:45770240-45770540
chr19:45770240-45770540_4	chr19:45770240-45770540
chr19:45770240-45770540_5	chr19:45770240-45770540
chr19:45770240-45770540_6	chr19:45770240-45770540
chr19:45770240-45770540_7	chr19:45770240-45770540
chr19:45770240-45770540_8	chr19:45770240-45770540
chr19:45770240-45770540_9	chr19:45770240-45770540
chr19:45770240-45770540_10	chr19:45770240-45770540
chr19:45800088-45800388_1	chr19:45800088-45800388
chr19:45800088-45800388_2	chr19:45800088-45800388
chr19:45800088-45800388_3	chr19:45800088-45800388
chr19:45800088-45800388_4	chr19:45800088-45800388
chr19:45800088-45800388_5	chr19:45800088-45800388
chr19:45800088-45800388_6	chr19:45800088-45800388
chr19:45800088-45800388_7	chr19:45800088-45800388
chr19:45800088-45800388_8	chr19:45800088-45800388
chr19:45800088-45800388_9	chr19:45800088-45800388
chr19:45800088-45800388_10	chr19:45800088-45800388
chr22:24516301-24516601_1	chr22:24516301-24516601
chr22:24516301-24516601_2	chr22:24516301-24516601
chr22:24516301-24516601_3	chr22:24516301-24516601
chr22:24516301-24516601_4	chr22:24516301-24516601
chr22:24516301-24516601_5	chr22:24516301-24516601
chr22:24516301-24516601_6	chr22:24516301-24516601
chr22:24516301-24516601_7	chr22:24516301-24516601
chr22:24516301-24516601_8	chr22:24516301-24516601
chr22:24516301-24516601_9	chr22:24516301-24516601
chr22:24516301-24516601_10	chr22:24516301-24516601
chr1:150569148-150569448_1	chr1:150569148-150569448
chr1:150569148-150569448_2	chr1:150569148-150569448
chr1:150569148-150569448_3	chr1:150569148-150569448
chr1:150569148-150569448_4	chr1:150569148-150569448
chr1:150569148-150569448_5	chr1:150569148-150569448
chr1:150569148-150569448_6	chr1:150569148-150569448
chr1:150569148-150569448_7	chr1:150569148-150569448
chr1:150569148-150569448_8	chr1:150569148-150569448
chr2:69340410-69340710_1	chr2:69340410-69340710
chr2:69340410-69340710_2	chr2:69340410-69340710
chr2:69340410-69340710_3	chr2:69340410-69340710
chr2:69340410-69340710_4	chr2:69340410-69340710
