grna_target	response_id
chr17:46927394-46927694	GOSR2
chr17:46927394-46927694	CDC27
chr17:46927394-46927694	NPEPPS
chr17:46927394-46927694	KPNB1
chr17:46935685-46935985	GOSR2
chr17:46935685-46935985	CDC27
chr17:46935685-46935985	NPEPPS
chr17:46935685-46935985	KPNB1
chr17:46976673-46976973	GOSR2
chr17:46976673-46976973	CDC27
chr17:46976673-46976973	NPEPPS
chr17:46976673-46976973	KPNB1
chr17:48915857-48916157	CALCOCO2
chr17:48915857-48916157	UBE2Z
chr17:48915857-48916157	SNF8
chr17:48915857-48916157	SPOP
chr17:48915857-48916157	SLC35B1
chr17:48919660-48919960	CALCOCO2
chr17:48919660-48919960	UBE2Z
chr17:48919660-48919960	SNF8
chr17:48919660-48919960	SPOP
chr17:48919660-48919960	SLC35B1
chr17:48961007-48961307	CALCOCO2
chr17:48961007-48961307	UBE2Z
chr17:48961007-48961307	SNF8
chr17:48961007-48961307	SPOP
chr17:48961007-48961307	SLC35B1
chr17:48965750-48966050	CALCOCO2
chr17:48965750-48966050	UBE2Z
chr17:48965750-48966050	SNF8
chr17:48965750-48966050	SPOP
chr17:48965750-48966050	SLC35B1
chr17:49390530-49390830	CALCOCO2
chr17:49390530-49390830	UBE2Z
chr17:49390530-49390830	SNF8
chr17:49390530-49390830	SPOP
chr17:49390530-49390830	SLC35B1
chr17:68468371-68468671	LINC00674
chr17:68468371-68468671	WIPI1
chr17:68468371-68468671	PRKAR1A
chr17:68468371-68468671	ABCA9
chr18:49690351-49690651	DYM
chr18:49690351-49690651	RPL17
chr18:49690351-49690651	LIPG
chr18:49690351-49690651	ACAA2
chr18:59340040-59340340	ZNF532
chr18:59340040-59340340	LMAN1
chr18:59354795-59355095	ZNF532
chr18:59354795-59355095	LMAN1
chr19:10749037-10749337	SLC44A2
chr19:10749037-10749337	ILF3
chr19:10749037-10749337	QTRT1
chr19:10749037-10749337	DNM2
chr19:10749037-10749337	TMED1
chr19:10749037-10749337	CARM1
chr19:10749037-10749337	YIPF2
chr19:10749037-10749337	TIMM29
chr19:10749037-10749337	SMARCA4
chr19:10749037-10749337	LDLR
chr19:10749037-10749337	KANK2
chr19:10749037-10749337	DOCK6
chr19:10749037-10749337	TMEM205
chr19:10749037-10749337	CCDC159
chr19:10749037-10749337	PLPPR2
chr19:10749037-10749337	PRKCSH
chr19:10755743-10756043	SLC44A2
chr19:10755743-10756043	ILF3
chr19:10755743-10756043	QTRT1
chr19:10755743-10756043	DNM2
chr19:10755743-10756043	TMED1
chr19:10755743-10756043	CARM1
chr19:10755743-10756043	YIPF2
chr19:10755743-10756043	TIMM29
chr19:10755743-10756043	SMARCA4
chr19:10755743-10756043	LDLR
chr19:10755743-10756043	KANK2
chr19:10755743-10756043	DOCK6
chr19:10755743-10756043	TMEM205
chr19:10755743-10756043	CCDC159
chr19:10755743-10756043	PLPPR2
chr19:10755743-10756043	PRKCSH
chr19:10852147-10852447	SLC44A2
chr19:10852147-10852447	ILF3
chr19:10852147-10852447	QTRT1
chr19:10852147-10852447	DNM2
chr19:10852147-10852447	TMED1
chr19:10852147-10852447	CARM1
chr19:10852147-10852447	YIPF2
chr19:10852147-10852447	TIMM29
chr19:10852147-10852447	SMARCA4
chr19:10852147-10852447	LDLR
chr19:10852147-10852447	KANK2
chr19:10852147-10852447	DOCK6
chr19:10852147-10852447	TMEM205
chr19:10852147-10852447	CCDC159
chr19:10852147-10852447	PLPPR2
chr19:10852147-10852447	PRKCSH
chr19:10867041-10867341	SLC44A2
chr19:10867041-10867341	ILF3
chr19:10867041-10867341	QTRT1
chr19:10867041-10867341	DNM2
chr19:10867041-10867341	TMED1
chr19:10867041-10867341	CARM1
chr19:10867041-10867341	YIPF2
chr19:10867041-10867341	TIMM29
chr19:10867041-10867341	SMARCA4
chr19:10867041-10867341	LDLR
chr19:10867041-10867341	KANK2
chr19:10867041-10867341	DOCK6
chr19:10867041-10867341	TMEM205
chr19:10867041-10867341	CCDC159
chr19:10867041-10867341	PLPPR2
chr19:10867041-10867341	PRKCSH
chr19:11182870-11183170	SLC44A2
chr19:11182870-11183170	ILF3
chr19:11182870-11183170	QTRT1
chr19:11182870-11183170	DNM2
chr19:11182870-11183170	TMED1
chr19:11182870-11183170	CARM1
chr19:11182870-11183170	YIPF2
chr19:11182870-11183170	TIMM29
chr19:11182870-11183170	SMARCA4
chr19:11182870-11183170	LDLR
chr19:11182870-11183170	KANK2
chr19:11182870-11183170	DOCK6
chr19:11182870-11183170	TMEM205
chr19:11182870-11183170	CCDC159
chr19:11182870-11183170	PLPPR2
chr19:11182870-11183170	PRKCSH
chr19:11189726-11190026	SLC44A2
chr19:11189726-11190026	ILF3
chr19:11189726-11190026	QTRT1
chr19:11189726-11190026	DNM2
chr19:11189726-11190026	TMED1
chr19:11189726-11190026	CARM1
chr19:11189726-11190026	YIPF2
chr19:11189726-11190026	TIMM29
chr19:11189726-11190026	SMARCA4
chr19:11189726-11190026	LDLR
chr19:11189726-11190026	KANK2
chr19:11189726-11190026	DOCK6
chr19:11189726-11190026	TMEM205
chr19:11189726-11190026	CCDC159
chr19:11189726-11190026	PLPPR2
chr19:11189726-11190026	PRKCSH
chr19:11392926-11393226	SLC44A2
chr19:11392926-11393226	ILF3
chr19:11392926-11393226	QTRT1
chr19:11392926-11393226	DNM2
chr19:11392926-11393226	TMED1
chr19:11392926-11393226	CARM1
chr19:11392926-11393226	YIPF2
chr19:11392926-11393226	TIMM29
chr19:11392926-11393226	SMARCA4
chr19:11392926-11393226	LDLR
chr19:11392926-11393226	KANK2
chr19:11392926-11393226	DOCK6
chr19:11392926-11393226	TMEM205
chr19:11392926-11393226	CCDC159
chr19:11392926-11393226	PLPPR2
chr19:11392926-11393226	PRKCSH
chr19:17108012-17108312	MYO9B
chr19:17108012-17108312	USE1
chr19:17108012-17108312	SLC27A1
chr19:17108012-17108312	PGLS
chr19:17108012-17108312	COLGALT1
chr19:17108012-17108312	MAP1S
chr19:17108012-17108312	RPL18A
chr19:17108012-17108312	CCDC124
chr19:17111904-17112204	MYO9B
chr19:17111904-17112204	USE1
chr19:17111904-17112204	SLC27A1
chr19:17111904-17112204	PGLS
chr19:17111904-17112204	COLGALT1
chr19:17111904-17112204	MAP1S
chr19:17111904-17112204	RPL18A
chr19:17111904-17112204	CCDC124
chr19:17721796-17722096	MYO9B
chr19:17721796-17722096	USE1
chr19:17721796-17722096	SLC27A1
chr19:17721796-17722096	PGLS
chr19:17721796-17722096	COLGALT1
chr19:17721796-17722096	MAP1S
chr19:17721796-17722096	RPL18A
chr19:17721796-17722096	CCDC124
chr19:17721796-17722096	GDF15
chr19:17721796-17722096	SSBP4
chr19:17721796-17722096	ISYNA1
chr19:17721796-17722096	ELL
chr19:17721796-17722096	FKBP8
chr19:17721796-17722096	KXD1
chr19:17721796-17722096	UBA52
chr19:17729349-17729649	MYO9B
chr19:17729349-17729649	USE1
chr19:17729349-17729649	SLC27A1
chr19:17729349-17729649	PGLS
chr19:17729349-17729649	COLGALT1
chr19:17729349-17729649	MAP1S
chr19:17729349-17729649	RPL18A
chr19:17729349-17729649	CCDC124
chr19:17729349-17729649	GDF15
chr19:17729349-17729649	SSBP4
chr19:17729349-17729649	ISYNA1
chr19:17729349-17729649	ELL
chr19:17729349-17729649	FKBP8
chr19:17729349-17729649	KXD1
chr19:17729349-17729649	UBA52
chr19:18478932-18479232	SLC27A1
chr19:18478932-18479232	PGLS
chr19:18478932-18479232	COLGALT1
chr19:18478932-18479232	MAP1S
chr19:18478932-18479232	RPL18A
chr19:18478932-18479232	CCDC124
chr19:18478932-18479232	GDF15
chr19:18478932-18479232	SSBP4
chr19:18478932-18479232	ISYNA1
chr19:18478932-18479232	ELL
chr19:18478932-18479232	FKBP8
chr19:18478932-18479232	KXD1
chr19:18478932-18479232	UBA52
chr19:18490247-18490547	SLC27A1
chr19:18490247-18490547	PGLS
chr19:18490247-18490547	COLGALT1
chr19:18490247-18490547	MAP1S
chr19:18490247-18490547	RPL18A
chr19:18490247-18490547	CCDC124
chr19:18490247-18490547	GDF15
chr19:18490247-18490547	SSBP4
chr19:18490247-18490547	ISYNA1
chr19:18490247-18490547	ELL
chr19:18490247-18490547	FKBP8
chr19:18490247-18490547	KXD1
chr19:18490247-18490547	UBA52
chr19:41288043-41288343	AXL
chr19:41288043-41288343	HNRNPUL1
chr19:41288043-41288343	TGFB1
chr19:41288043-41288343	CCDC97
chr19:41288043-41288343	EXOSC5
chr19:41288043-41288343	BCKDHA
chr19:41298306-41298606	AXL
chr19:41298306-41298606	HNRNPUL1
chr19:41298306-41298606	TGFB1
chr19:41298306-41298606	CCDC97
chr19:41298306-41298606	EXOSC5
chr19:41298306-41298606	BCKDHA
chr19:44940404-44940704	NECTIN2
chr19:44940404-44940704	TOMM40
chr19:44940404-44940704	CLPTM1
chr19:44940404-44940704	RELB
chr19:44940404-44940704	CLASRP
chr19:44940404-44940704	SNRPD2
chr19:44940404-44940704	QPCTL
chr19:44940404-44940704	SIX5
chr19:44940404-44940704	DMPK
chr19:44940404-44940704	DMWD
chr19:44940404-44940704	SYMPK
chr19:44940404-44940704	IRF2BP1
chr19:44940404-44940704	MYPOP
chr19:44943800-44944100	NECTIN2
chr19:44943800-44944100	TOMM40
chr19:44943800-44944100	CLPTM1
chr19:44943800-44944100	RELB
chr19:44943800-44944100	CLASRP
chr19:44943800-44944100	SNRPD2
chr19:44943800-44944100	QPCTL
chr19:44943800-44944100	SIX5
chr19:44943800-44944100	DMPK
chr19:44943800-44944100	DMWD
chr19:44943800-44944100	SYMPK
chr19:44943800-44944100	IRF2BP1
chr19:44943800-44944100	MYPOP
chr19:45748538-45748838	NECTIN2
chr19:45748538-45748838	TOMM40
chr19:45748538-45748838	CLPTM1
chr19:45748538-45748838	RELB
chr19:45748538-45748838	CLASRP
chr19:45748538-45748838	SNRPD2
chr19:45748538-45748838	QPCTL
chr19:45748538-45748838	SIX5
chr19:45748538-45748838	DMPK
chr19:45748538-45748838	DMWD
chr19:45748538-45748838	SYMPK
chr19:45748538-45748838	IRF2BP1
chr19:45748538-45748838	MYPOP
chr19:45770240-45770540	NECTIN2
chr19:45770240-45770540	TOMM40
chr19:45770240-45770540	CLPTM1
chr19:45770240-45770540	RELB
chr19:45770240-45770540	CLASRP
chr19:45770240-45770540	SNRPD2
chr19:45770240-45770540	QPCTL
chr19:45770240-45770540	SIX5
chr19:45770240-45770540	DMPK
chr19:45770240-45770540	DMWD
chr19:45770240-45770540	SYMPK
chr19:45770240-45770540	IRF2BP1
chr19:45770240-45770540	MYPOP
chr19:45800088-45800388	NECTIN2
chr19:45800088-45800388	TOMM40
chr19:45800088-45800388	CLPTM1
chr19:45800088-45800388	RELB
chr19:45800088-45800388	CLASRP
chr19:45800088-45800388	SNRPD2
chr19:45800088-45800388	QPCTL
chr19:45800088-45800388	SIX5
chr19:45800088-45800388	DMPK
chr19:45800088-45800388	DMWD
chr19:45800088-45800388	SYMPK
chr19:45800088-45800388	IRF2BP1
chr19:45800088-45800388	MYPOP
chr19:45807862-45808162	NECTIN2
chr19:45807862-45808162	TOMM40
chr19:45807862-45808162	CLPTM1
chr19:45807862-45808162	RELB
chr19:45807862-45808162	CLASRP
chr19:45807862-45808162	SNRPD2
chr19:45807862-45808162	QPCTL
chr19:45807862-45808162	SIX5
chr19:45807862-45808162	DMPK
chr19:45807862-45808162	DMWD
chr19:45807862-45808162	SYMPK
chr19:45807862-45808162	IRF2BP1
chr19:45807862-45808162	MYPOP
chr20:34437619-34437919	ITCH
chr20:34437619-34437919	DYNLRB1
chr20:34437619-34437919	MAP1LC3A
chr20:34437619-34437919	PIGU
chr20:34437619-34437919	NCOA6
chr20:34437619-34437919	TP53INP2
chr20:34437619-34437919	GGT7
chr20:34437619-34437919	ACSS2
chr20:34437619-34437919	GSS
chr20:34437619-34437919	TRPC4AP
chr20:34437619-34437919	EDEM2
chr20:34437619-34437919	PROCR
chr20:34437619-34437919	EIF6
chr20:34437619-34437919	UQCC1
chr20:34443976-34444276	ITCH
chr20:34443976-34444276	DYNLRB1
chr20:34443976-34444276	MAP1LC3A
chr20:34443976-34444276	PIGU
chr20:34443976-34444276	NCOA6
chr20:34443976-34444276	TP53INP2
chr20:34443976-34444276	GGT7
chr20:34443976-34444276	ACSS2
chr20:34443976-34444276	GSS
chr20:34443976-34444276	TRPC4AP
chr20:34443976-34444276	EDEM2
chr20:34443976-34444276	PROCR
chr20:34443976-34444276	EIF6
chr20:34443976-34444276	UQCC1
chr20:34709907-34710207	ITCH
chr20:34709907-34710207	DYNLRB1
chr20:34709907-34710207	MAP1LC3A
chr20:34709907-34710207	PIGU
chr20:34709907-34710207	NCOA6
chr20:34709907-34710207	TP53INP2
chr20:34709907-34710207	GGT7
chr20:34709907-34710207	ACSS2
chr20:34709907-34710207	GSS
chr20:34709907-34710207	TRPC4AP
chr20:34709907-34710207	EDEM2
chr20:34709907-34710207	PROCR
chr20:34709907-34710207	EIF6
chr20:34709907-34710207	UQCC1
chr20:34709907-34710207	ROMO1
chr20:34717643-34717943	ITCH
chr20:34717643-34717943	DYNLRB1
chr20:34717643-34717943	MAP1LC3A
chr20:34717643-34717943	PIGU
chr20:34717643-34717943	NCOA6
chr20:34717643-34717943	TP53INP2
chr20:34717643-34717943	GGT7
chr20:34717643-34717943	ACSS2
chr20:34717643-34717943	GSS
chr20:34717643-34717943	TRPC4AP
chr20:34717643-34717943	EDEM2
chr20:34717643-34717943	PROCR
chr20:34717643-34717943	EIF6
chr20:34717643-34717943	UQCC1
chr20:34717643-34717943	ROMO1
chr20:34763383-34763683	ITCH
chr20:34763383-34763683	DYNLRB1
chr20:34763383-34763683	MAP1LC3A
chr20:34763383-34763683	PIGU
chr20:34763383-34763683	NCOA6
chr20:34763383-34763683	TP53INP2
chr20:34763383-34763683	GGT7
chr20:34763383-34763683	ACSS2
chr20:34763383-34763683	GSS
chr20:34763383-34763683	TRPC4AP
chr20:34763383-34763683	EDEM2
chr20:34763383-34763683	PROCR
chr20:34763383-34763683	EIF6
chr20:34763383-34763683	UQCC1
chr20:34763383-34763683	ROMO1
chr20:34769750-34770050	ITCH
chr20:34769750-34770050	DYNLRB1
chr20:34769750-34770050	MAP1LC3A
chr20:34769750-34770050	PIGU
chr20:34769750-34770050	NCOA6
chr20:34769750-34770050	TP53INP2
chr20:34769750-34770050	GGT7
chr20:34769750-34770050	ACSS2
chr20:34769750-34770050	GSS
chr20:34769750-34770050	TRPC4AP
chr20:34769750-34770050	EDEM2
chr20:34769750-34770050	PROCR
chr20:34769750-34770050	EIF6
chr20:34769750-34770050	UQCC1
chr20:34769750-34770050	ROMO1
chr20:34807309-34807609	ITCH
chr20:34807309-34807609	DYNLRB1
chr20:34807309-34807609	MAP1LC3A
chr20:34807309-34807609	PIGU
chr20:34807309-34807609	NCOA6
chr20:34807309-34807609	TP53INP2
chr20:34807309-34807609	GGT7
chr20:34807309-34807609	ACSS2
chr20:34807309-34807609	GSS
chr20:34807309-34807609	TRPC4AP
chr20:34807309-34807609	EDEM2
chr20:34807309-34807609	PROCR
chr20:34807309-34807609	EIF6
chr20:34807309-34807609	UQCC1
chr20:34807309-34807609	ROMO1
chr20:34815631-34815931	ITCH
chr20:34815631-34815931	DYNLRB1
chr20:34815631-34815931	MAP1LC3A
chr20:34815631-34815931	PIGU
chr20:34815631-34815931	NCOA6
chr20:34815631-34815931	TP53INP2
chr20:34815631-34815931	GGT7
chr20:34815631-34815931	ACSS2
chr20:34815631-34815931	GSS
chr20:34815631-34815931	TRPC4AP
chr20:34815631-34815931	EDEM2
chr20:34815631-34815931	PROCR
chr20:34815631-34815931	EIF6
chr20:34815631-34815931	UQCC1
chr20:34815631-34815931	ROMO1
chr20:34938039-34938339	ITCH
chr20:34938039-34938339	DYNLRB1
chr20:34938039-34938339	MAP1LC3A
chr20:34938039-34938339	PIGU
chr20:34938039-34938339	NCOA6
chr20:34938039-34938339	TP53INP2
chr20:34938039-34938339	GGT7
chr20:34938039-34938339	ACSS2
chr20:34938039-34938339	GSS
chr20:34938039-34938339	TRPC4AP
chr20:34938039-34938339	EDEM2
chr20:34938039-34938339	PROCR
chr20:34938039-34938339	EIF6
chr20:34938039-34938339	UQCC1
chr20:34938039-34938339	ROMO1
chr20:34949766-34950066	ITCH
chr20:34949766-34950066	DYNLRB1
chr20:34949766-34950066	MAP1LC3A
chr20:34949766-34950066	PIGU
chr20:34949766-34950066	NCOA6
chr20:34949766-34950066	TP53INP2
chr20:34949766-34950066	GGT7
chr20:34949766-34950066	ACSS2
chr20:34949766-34950066	GSS
chr20:34949766-34950066	TRPC4AP
chr20:34949766-34950066	EDEM2
chr20:34949766-34950066	PROCR
chr20:34949766-34950066	EIF6
chr20:34949766-34950066	UQCC1
chr20:34949766-34950066	ROMO1
chr20:35127569-35127869	ITCH
chr20:35127569-35127869	DYNLRB1
chr20:35127569-35127869	MAP1LC3A
chr20:35127569-35127869	PIGU
chr20:35127569-35127869	NCOA6
chr20:35127569-35127869	TP53INP2
chr20:35127569-35127869	GGT7
chr20:35127569-35127869	ACSS2
chr20:35127569-35127869	GSS
chr20:35127569-35127869	TRPC4AP
chr20:35127569-35127869	EDEM2
chr20:35127569-35127869	PROCR
chr20:35127569-35127869	EIF6
chr20:35127569-35127869	UQCC1
chr20:35127569-35127869	ROMO1
chr20:35136223-35136523	ITCH
chr20:35136223-35136523	DYNLRB1
chr20:35136223-35136523	MAP1LC3A
chr20:35136223-35136523	PIGU
chr20:35136223-35136523	NCOA6
chr20:35136223-35136523	TP53INP2
chr20:35136223-35136523	GGT7
chr20:35136223-35136523	ACSS2
chr20:35136223-35136523	GSS
chr20:35136223-35136523	TRPC4AP
chr20:35136223-35136523	EDEM2
chr20:35136223-35136523	PROCR
chr20:35136223-35136523	EIF6
chr20:35136223-35136523	UQCC1
chr20:35136223-35136523	ROMO1
chr21:29158239-29158539	CCT8
chr21:29158239-29158539	BACH1
chr2:187417831-187418131	FAM171B
chr2:187417831-187418131	TFPI
chr2:187424211-187424511	FAM171B
chr2:187424211-187424511	TFPI
chr2:187462033-187462333	FAM171B
chr2:187462033-187462333	TFPI
chr2:202494319-202494619	NOP58
chr2:202494319-202494619	BMPR2
chr2:202494319-202494619	WDR12
chr2:202494319-202494619	CYP20A1
chr2:202494319-202494619	ABI2
chr2:202494319-202494619	RAPH1
chr2:202505828-202506128	NOP58
chr2:202505828-202506128	BMPR2
chr2:202505828-202506128	WDR12
chr2:202505828-202506128	CYP20A1
chr2:202505828-202506128	ABI2
chr2:202505828-202506128	RAPH1
chr2:202800254-202800554	NOP58
chr2:202800254-202800554	BMPR2
chr2:202800254-202800554	WDR12
chr2:202800254-202800554	CYP20A1
chr2:202800254-202800554	ABI2
chr2:202800254-202800554	RAPH1
chr2:202807473-202807773	NOP58
chr2:202807473-202807773	BMPR2
chr2:202807473-202807773	WDR12
chr2:202807473-202807773	CYP20A1
chr2:202807473-202807773	ABI2
chr2:202807473-202807773	RAPH1
chr2:202816083-202816383	NOP58
chr2:202816083-202816383	BMPR2
chr2:202816083-202816383	WDR12
chr2:202816083-202816383	CYP20A1
chr2:202816083-202816383	ABI2
chr2:202816083-202816383	RAPH1
chr2:202823031-202823331	NOP58
chr2:202823031-202823331	BMPR2
chr2:202823031-202823331	WDR12
chr2:202823031-202823331	CYP20A1
chr2:202823031-202823331	ABI2
chr2:202823031-202823331	RAPH1
chr2:203409436-203409736	BMPR2
chr2:203409436-203409736	WDR12
chr2:203409436-203409736	CYP20A1
chr2:203409436-203409736	ABI2
chr2:203409436-203409736	RAPH1
chr2:203413841-203414141	BMPR2
chr2:203413841-203414141	WDR12
chr2:203413841-203414141	CYP20A1
chr2:203413841-203414141	ABI2
chr2:203413841-203414141	RAPH1
chr22:24408398-24408698	SPECC1L
chr22:24408398-24408698	GUCD1
chr22:24408398-24408698	SNRPD3
chr22:24408398-24408698	LRRC75B
chr22:24417875-24418175	SPECC1L
chr22:24417875-24418175	GUCD1
chr22:24417875-24418175	SNRPD3
chr22:24417875-24418175	LRRC75B
chr22:24445129-24445429	SPECC1L
chr22:24445129-24445429	GUCD1
chr22:24445129-24445429	SNRPD3
chr22:24445129-24445429	LRRC75B
chr22:24448291-24448591	SPECC1L
chr22:24448291-24448591	GUCD1
chr22:24448291-24448591	SNRPD3
chr22:24448291-24448591	LRRC75B
chr22:24508952-24509252	SPECC1L
chr22:24508952-24509252	GUCD1
chr22:24508952-24509252	SNRPD3
chr22:24508952-24509252	LRRC75B
chr22:24516301-24516601	SPECC1L
chr22:24516301-24516601	GUCD1
chr22:24516301-24516601	SNRPD3
chr22:24516301-24516601	LRRC75B
chr2:229107253-229107553	PID1
chr2:229107253-229107553	TRIP12
chr2:229118339-229118639	PID1
chr2:229118339-229118639	TRIP12
chr2:237315250-237315550	COL6A3
chr2:237315250-237315550	MLPH
chr2:62777574-62777874	EHBP1
chr2:62777574-62777874	MDH1
chr2:62786223-62786523	EHBP1
chr2:62786223-62786523	MDH1
chr2:69333086-69333386	GFPT1
chr2:69333086-69333386	NFU1
chr2:69340410-69340710	GFPT1
chr2:69340410-69340710	NFU1
chr2:85253367-85253667	TCF7L1
chr2:85253367-85253667	TGOLN2
chr2:85253367-85253667	RETSAT
chr2:85253367-85253667	ELMOD3
chr2:85259047-85259347	TCF7L1
chr2:85259047-85259347	TGOLN2
chr2:85259047-85259347	RETSAT
chr2:85259047-85259347	ELMOD3
chr3:136462483-136462783	PCCB
chr3:136462483-136462783	STAG1
chr3:136465336-136465636	PCCB
chr3:136465336-136465636	STAG1
chr3:187161423-187161723	EIF4A2
chr3:187161423-187161723	MASP1
chr3:187170160-187170460	EIF4A2
chr3:187170160-187170460	MASP1
chr3:49731395-49731695	APEH
chr3:49731395-49731695	MST1
chr3:49731395-49731695	RNF123
chr3:49731395-49731695	GMPPB
chr3:49731395-49731695	IP6K1
chr3:49731395-49731695	UBA7
chr3:49735549-49735849	APEH
chr3:49735549-49735849	MST1
chr3:49735549-49735849	RNF123
chr3:49735549-49735849	GMPPB
chr3:49735549-49735849	IP6K1
chr3:49735549-49735849	UBA7
chr3:49756080-49756380	APEH
chr3:49756080-49756380	MST1
chr3:49756080-49756380	RNF123
chr3:49756080-49756380	GMPPB
chr3:49756080-49756380	IP6K1
chr3:49756080-49756380	UBA7
chr3:49769556-49769856	APEH
chr3:49769556-49769856	MST1
chr3:49769556-49769856	RNF123
chr3:49769556-49769856	GMPPB
chr3:49769556-49769856	IP6K1
chr3:49769556-49769856	UBA7
chr4:147492352-147492652	EDNRA
chr4:147492352-147492652	TMEM184C
chr4:147503376-147503676	EDNRA
chr4:147503376-147503676	TMEM184C
chr4:147503377-147503677	EDNRA
chr4:147503377-147503677	TMEM184C
chr4:147511102-147511402	EDNRA
chr4:147511102-147511402	TMEM184C
chr4:168753596-168753896	DDX60L
chr4:168753596-168753896	PALLD
chr4:168766575-168766875	DDX60L
chr4:168766575-168766875	PALLD
chr4:168769562-168769862	DDX60L
chr4:168769562-168769862	PALLD
chr4:168774059-168774359	DDX60L
chr4:168774059-168774359	PALLD
chr4:3305700-3306000	TNIP2
chr4:3305700-3306000	HTT
chr4:3305700-3306000	RGS12
chr4:3305700-3306000	LRPAP1
chr4:56958200-56958500	REST
chr4:56958200-56958500	NOA1
chr4:56958200-56958500	POLR2B
chr4:56958200-56958500	IGFBP7
chr5:17118682-17118982	MYO10
chr5:17118682-17118982	BASP1
chr5:75533765-75534065	HMGCR
chr5:75533765-75534065	POLK
chr5:75545174-75545474	HMGCR
chr5:75545174-75545474	POLK
chr5:9013942-9014242	SEMA5A
chr5:9013942-9014242	SEMA5A-AS1
chr5:9018164-9018464	SEMA5A
chr5:9018164-9018464	SEMA5A-AS1
chr5:9046719-9047019	SEMA5A
chr5:9046719-9047019	SEMA5A-AS1
chr5:9071918-9072218	SEMA5A
chr5:9071918-9072218	SEMA5A-AS1
chr5:9547708-9548008	SEMA5A
chr5:9547708-9548008	SEMA5A-AS1
chr5:9551794-9552094	SEMA5A
chr5:9551794-9552094	SEMA5A-AS1
chr5:96881723-96882023	CAST
chr5:96881723-96882023	ERAP1
chr5:96885218-96885518	CAST
chr5:96885218-96885518	ERAP1
chr6:133899581-133899881	TCF21
chr6:133899581-133899881	TBPL1
chr6:149292991-149293291	TAB2
chr6:149292991-149293291	PPIL4
chr6:149306966-149307266	TAB2
chr6:149306966-149307266	PPIL4
chr6:150939943-150940243	MTHFD1L
chr6:150939943-150940243	AKAP12
chr6:150949640-150949940	MTHFD1L
chr6:150949640-150949940	AKAP12
chr6:150959216-150959516	MTHFD1L
chr6:150959216-150959516	AKAP12
chr6:150974366-150974666	MTHFD1L
chr6:150974366-150974666	AKAP12
chr6:160016692-160016992	MRPL18
chr6:160016692-160016992	IGF2R
chr6:160031484-160031784	MRPL18
chr6:160031484-160031784	IGF2R
chr6:26327738-26328038	BTN3A2
chr6:26327738-26328038	BTN2A2
chr6:26327738-26328038	BTN3A1
chr6:26327738-26328038	HMGN4
chr6:26327738-26328038	ZNF322
chr6:26743309-26743609	BTN3A2
chr6:26743309-26743609	BTN2A2
chr6:26743309-26743609	BTN3A1
chr6:26743309-26743609	HMGN4
chr6:26743309-26743609	ZNF322
chr6:28212426-28212726	ZSCAN26
chr6:28212426-28212726	ZSCAN31
chr6:28212426-28212726	TRIM27
chr6:28269522-28269822	ZSCAN26
chr6:28269522-28269822	ZSCAN31
chr6:28269522-28269822	TRIM27
chr6:28274259-28274559	ZSCAN26
chr6:28274259-28274559	ZSCAN31
chr6:28274259-28274559	TRIM27
chr6:28940945-28941245	ZSCAN26
chr6:28940945-28941245	ZSCAN31
chr6:28940945-28941245	TRIM27
chr6:28950938-28951238	ZSCAN26
chr6:28950938-28951238	ZSCAN31
chr6:28950938-28951238	TRIM27
chr6:28950938-28951238	HLA-A
chr6:30050726-30051026	HLA-A
chr6:30050726-30051026	PPP1R11
chr6:30050726-30051026	ABCF1
chr6:30050726-30051026	PPP1R10
chr6:30050726-30051026	MRPS18B
chr6:30050726-30051026	ATAT1
chr6:30050726-30051026	PPP1R18
chr6:30050726-30051026	NRM
chr6:30050726-30051026	TUBB
chr6:30050726-30051026	FLOT1
chr6:30050726-30051026	IER3
chr6:30682115-30682415	HLA-A
chr6:30682115-30682415	PPP1R11
chr6:30682115-30682415	ABCF1
chr6:30682115-30682415	PPP1R10
chr6:30682115-30682415	MRPS18B
chr6:30682115-30682415	ATAT1
chr6:30682115-30682415	PPP1R18
chr6:30682115-30682415	NRM
chr6:30682115-30682415	TUBB
chr6:30682115-30682415	FLOT1
chr6:30682115-30682415	IER3
chr6:30682115-30682415	HLA-C
chr6:30682115-30682415	HLA-B
chr6:30682115-30682415	MICA
chr6:30692629-30692929	HLA-A
chr6:30692629-30692929	PPP1R11
chr6:30692629-30692929	ABCF1
chr6:30692629-30692929	PPP1R10
chr6:30692629-30692929	MRPS18B
chr6:30692629-30692929	ATAT1
chr6:30692629-30692929	PPP1R18
chr6:30692629-30692929	NRM
chr6:30692629-30692929	TUBB
chr6:30692629-30692929	FLOT1
chr6:30692629-30692929	IER3
chr6:30692629-30692929	HLA-C
chr6:30692629-30692929	HLA-B
chr6:30692629-30692929	MICA
chr6:30726024-30726324	HLA-A
chr6:30726024-30726324	PPP1R11
chr6:30726024-30726324	ABCF1
chr6:30726024-30726324	PPP1R10
chr6:30726024-30726324	MRPS18B
chr6:30726024-30726324	ATAT1
chr6:30726024-30726324	PPP1R18
chr6:30726024-30726324	NRM
chr6:30726024-30726324	TUBB
chr6:30726024-30726324	FLOT1
chr6:30726024-30726324	IER3
chr6:30726024-30726324	HLA-C
chr6:30726024-30726324	HLA-B
chr6:30726024-30726324	MICA
chr6:31304717-31305017	ABCF1
